"거래일자","품목명","반입량","금액","전년 반입량","전년 반입량 증감률(%)","전년 금액","전년 금액 증감률(%)","평년 반입량","평년 반입량 증감률(%)","평년 금액","평년 금액 증감률(%)"
"2019-05-상","대파(일반)","2248556","2231342400","2194727","2.5","2055846350","8.5","2754763","-18.4","3159496699","-29.4"
"2019-04-하","대파(일반)","1979522","1500862020","2164990","-8.6","1817381930","-17.4","2885791","-31.4","3036384269","-50.6"
"2019-04-중","대파(일반)","2528810","1828740500","2676983","-5.5","1774047540","3.1","3160183","-20.0","3244514332","-43.6"
"2019-04-상","대파(일반)","2592744","1960071000","2532292","2.4","1805414840","8.6","3141807","-17.5","3683497264","-46.8"
"2019-03-하","대파(일반)","2723904","1614271500","3596683","-24.3","3191069630","-49.4","3778802","-27.9","4549211681","-64.5"
"2019-03-중","대파(일반)","3010288","2197181200","2833198","6.3","2995525952","-26.7","3505833","-14.1","4843659774","-54.6"
"2019-03-상","대파(일반)","2815282","2140033600","3288080","-14.4","4019784040","-46.8","3522460","-20.1","5411208842","-60.5"
"2019-02-하","대파(일반)","2300812","1901312500","2350186","-2.1","2729467140","-30.3","2717101","-15.3","4011857676","-52.6"
"2019-02-중","대파(일반)","2915494","2935393000","2536908","14.9","3520053440","-16.6","3652406","-20.2","5703785069","-48.5"
"2019-02-상","대파(일반)","1860088","1841146400","3036533","-38.7","6811599290","-73.0","3510373","-47.0","6133129822","-70.0"
"2019-01-하","대파(일반)","3551834","3554895900","3079441","15.3","4503974750","-21.1","3714393","-4.4","5390710718","-34.1"
"2019-01-중","대파(일반)","2663095","2631292700","3112041","-14.4","4330582530","-39.2","3372529","-21.0","4158353851","-36.7"
"2019-01-상","대파(일반)","2818363","3701037400","2953665","-4.6","4306540610","-14.1","4223065","-33.3","5810876024","-36.3"
"2018-12-하","대파(일반)","2950356","3401368450","3112987","-5.2","4008655270","-15.1","3833734","-23.0","5055805341","-32.7"
"2018-12-중","대파(일반)","2924173","3815507410","3150322","-7.2","4255823590","-10.3","3417091","-14.4","4395346584","-13.2"
"2018-12-상","대파(일반)","2163553","3461052800","2520584","-14.2","3161206560","9.5","2968326","-27.1","4403965911","-21.4"
"2018-11-하","대파(일반)","2525882","3400873780","2918704","-13.5","3526442470","-3.6","3045950","-17.1","4078507473","-16.6"
"2018-11-중","대파(일반)","2365390","3747345920","2556857","-7.5","2873841490","30.4","2906603","-18.6","3652241482","2.6"
"2018-11-상","대파(일반)","2270774","3476837850","2798875","-18.9","2536182620","37.1","2895701","-21.6","2967020497","17.2"
"2018-10-하","대파(일반)","2432141","3979364390","2697300","-9.8","2773419520","43.5","3050283","-20.3","3236091625","23.0"
"2018-10-중","대파(일반)","2486063","4011806800","2832244","-12.2","3036854730","32.1","2888001","-13.9","3201182610","25.3"
"2018-10-상","대파(일반)","2173884","5201847080","1716830","26.6","3129929660","66.2","2737182","-20.6","3765502955","38.1"
"2018-09-하","대파(일반)","1604491","3953689510","3090377","-48.1","4297372650","-8.0","2932669","-45.3","4337447434","-8.8"
"2018-09-중","대파(일반)","2973633","6932384060","3062261","-2.9","4816592370","43.9","3170273","-6.2","4744248809","46.1"
"2018-09-상","대파(일반)","2222151","5663344700","2668872","-16.7","4177089990","35.6","3105740","-28.5","4440003248","27.6"
"2018-08-하","대파(일반)","2182437","5568671420","2970794","-26.5","5248468820","6.1","3066783","-28.8","4447905470","25.2"
"2018-08-중","대파(일반)","1936297","3279266770","2188468","-11.5","3887630960","-15.6","2648155","-26.9","3370199742","-2.7"
